ts_code,exchange,chairman,manager,secretary,reg_capital,setup_date,province,city,website,email,employees
000029.SZ,SZSE,刘征宇,唐小平,罗毅,101166.0,19860719,广东,深圳市,www.sfjt.com.cn,spg@163.net,1668.0
000030.SZ,SZSE,张丕杰,甘先国,李志勇,181055.2111,19881006,吉林,长春市,www.fawer.com.cn,000030@fawer.com.cn,7397.0
000031.SZ,SZSE,由伟,曹荣根,宋冰心,428631.3339,19931008,广东,深圳市,www.grandjoy.com,000031@cofco.com,10283.0
000032.SZ,SZSE,陈士刚,陈士刚,钟彦,113874.484,19931204,广东,深圳市,www.sedind.com,sed@sedind.com,476.0
000033.SZ,SZSE,罗华锋,罗华锋,杜明丽,42972.0035,19900308,广东,深圳市,www.szcphotel.com,szcphotel@163.com,116.0
000425.SZ,SZSE,王民,陆川,费广胜,783366.843,19931215,江苏,徐州市,www.xgjx.xcmg.com,zqb@xcmg.com;fgs@xcmg.com,15191.0
000426.SZ,SZSE,吉兴业,张树成,孙凯,183719.2219,19960823,内蒙古,赤峰市,www.nmxyky.com,nmxyky@vip.sina.com;sunkai5611@vip.sina.com;shangjianan@sina.cn,554.0
000428.SZ,SZSE,杨国平,,罗伟,101892.6,19960803,湖南,长沙市,www.huatian-hotel.com,resv@huatian-hotel.com;huatianzqb@163.com,3845.0
000429.SZ,SZSE,郑任发,汪春华,杨汉明,209080.6126,19970102,广东,广州市,www.gpedcl.com,139221590@qq.com;ygs@gdcg.cn;fengxw2007@163.com;Hmy69@126.com,2956.0
000430.SZ,SZSE,刘少龙,赵辉,金鑫,40481.7686,19921217,湖南,张家界市,www.zjjlyjt.com,zjj000430@sina.com,1074.0
000498.SZ,SZSE,周新波,林存友,赵明学,155802.8003,19940110,山东,济南市,www.sdlqgf.com,sdlq000498@163.com;1070986435@qq.com,14020.0
601158.SH,SSE,郑如彬,廖高尚,吕祥红,480000.0,20010111,重庆,重庆市,www.cncqsw.com,swjtdsb@cqswjt.com,6009.0
002085.SZ,SZSE,陈滨,董瑞平,李亚,218687.9678,20010930,浙江,绍兴市,www.wfaw.com.cn,wfirm@wfjt.com;yinfeng.zhang@wfjt.com;ya.li@wfjt.com;yanjie.wang@wfjt.com,11806.0
002080.SZ,SZSE,薛忠民,黄再满,陈志斌,167812.3584,20011228,江苏,南京市,www.sinomatech.com,sinoma@sinomatech.com,17219.0
002044.SZ,SZSE,俞熔,徐涛,林青,391425.3923,19910122,江苏,南通市,www.health-100.cn,caoym@health-100.cn;liulj@health-100.cn;zqb@health-100.cn,34950.0
301200.SZ,SZSE,杨朝辉,杨朝辉,周小东,37800.0,20020422,广东,深圳市,www.hanscnc.cn,hanscnc2002@hanscnc.com,1654.0
002040.SZ,SZSE,熊俊,邓基柱,陈明,48396.68,20010921,江苏,南京市,www.nj-port.com,gfgs@nj-port.com,1058.0
300149.SZ,SZSE,曾宪维,华风茂,曾宪维,49977.6892,20000126,广东,江门市,www.cppt.com.cn,ir@cppt.com.cn,2657.0
002102.SZ,SZSE,姚晓琴,姚晓琴,陈烈权,263383.629,20020928,福建,泉州市,www.guanfu.com,guanfu@guanfu.com;zqb@guanfu.com,949.0
002051.SZ,SZSE,王博,李海欣,张爱丽,123740.8937,20010522,北京,北京市,www.camce.com.cn,002051@camce.cn,5775.0
000034.SZ,SZSE,郭为,郭为,刘昕,66060.8991,19820601,广东,深圳市,www.digitalchina.com,dcg-ir@digitalchina.com,4569.0
000035.SZ,SZSE,严圣军,曹德标,陆平,252377.7297,19841231,江苏,南通市,www.ctyi.com.cn,tyhb@ctyi.com.cn;lp@ctyi.com.cn;zhangmma@ctyi.com.cn,60224.0
000036.SZ,SZSE,丁跃,李云,孔庆富,148393.4025,19890911,广东,深圳市,www.udcgroup.com,laizn@udcgroup.com;kongqf@udcgroup.com;hlkg000036@udcgroup.com,806.0
000037.SZ,SZSE,李新威,陈玉辉,邹奕,60276.2596,19900406,广东,深圳市,www.nsrd.com.cn,public@nspower.com.cn;investor@nspower.com.cn,403.0
000505.SZ,SZSE,李少陵,王春立,关颖,72695.0251,19880322,海南,海口市,,JLKG@vip.163.com;1124387865@qq.com;gaodeqiu_jl@163.com,2907.0
000506.SZ,SZSE,郑玉芝,毛德宝,孙铁明,92901.7761,19880511,山东,济南市,www.sdzr.com,zhongrun_ziyuan@163.com,1472.0
000507.SZ,SZSE,冯鑫,冯鑫,薛楠,91973.4895,19860620,广东,珠海市,www.0507.com.cn,zph916@163.com,2883.0
000508.SZ,SZSE,郑修建,,郑中安,55956.42,19920121,海南,海口市,,,
000509.SZ,SZSE,赵林,邹军,吴胜峰,107312.8052,19901018,四川,南充市,,DB000509@163.com,464.0
000510.SZ,SZSE,刘江东,彭朗,张振亚,60918.2254,19920418,四川,德阳市,www.xjinlu.cn,scjinlugroup@163.com;lrong1984@163.com;1471014000@qq.com,2435.0
002961.SZ,SZSE,林志斌,葛昶,林娟,44502.6565,19930324,福建,厦门市,www.rdqh.com,ruida@rdqh.com;gyj_rabbit@126.com,545.0
002096.SZ,SZSE,曾德坤,张健辉,邹七平,38017.82,20010810,湖南,永州市,www.hnnlmb.com,nanlingminbao@21cn.com;571801392@qq.com;5351071@qq.com,5080.0
002097.SZ,SZSE,付向东,付向东,王剑,108721.2465,19990729,湖南,长沙市,www.sunward.com.cn,wangjian2@sunward.com.cn;yigm@sunward.com.cn;IR@sunward.com.cn,5706.0
002940.SZ,SZSE,方南平,蒋震山,孙黎明,9594.6819,20011230,浙江,绍兴市,www.alkpharm.com,ir@alkpharm.com,910.0
002451.SZ,SZSE,朱志兰,朱志兰,黄圣植,43920.0,19971005,上海,上海市,www.mornelectric.com,investor@mornelectric.com;huangsz@mornelectric.com,152.0
002064.SZ,SZSE,杨从登,朱炫相,李亿伦,463351.9221,19991215,浙江,温州市,www.spandex.com.cn,hfal002064@huafeng.com;li.yilun@huafeng.com,6522.0
688776.SH,SSE,蒋世杰,蒋世杰,李泞,7741.6728,19811008,四川,成都市,www.chinaguoguang.com,tzzgx@chinaguoguang.com,925.0
002075.SZ,SZSE,何春生,蒋建平,杨华,220677.1772,19990928,江苏,苏州市,www.shaganggf.com,sggf@shasteel.cn,4284.0
300601.SZ,SZSE,杜伟民,苗向,陶瑾,68703.2744,19920908,广东,深圳市,www.biokangtai.com,office@biokangtai.com,2043.0
000038.SZ,SZSE,史利军,史利军,邢美敏,52277.7419,19870624,广东,深圳市,www.chinadatong.com,datongstock@163.com,147.0
000039.SZ,SZSE,麦伯良,高翔,吴三强,359501.359,19800114,广东,深圳市,www.cimc.com,ir@cimc.com,53928.0
000040.SZ,SZSE,赵艳军,赵艳军,王正军,148687.387,19820323,广东,深圳市,www.dongxulantian.com,sz000040@dongxu.com,572.0
000042.SZ,SZSE,贾帅,彭伟东,叶晓东,66483.1139,19840917,广东,深圳市,www.zztzkg.com,dongshihui@zztzkg.com,2489.0
001914.SZ,SZSE,聂黎明,陈海照,杨祥,106034.606,19850529,广东,深圳市,www.cmpo1914.com,cmpoir@cmhk.com,39888.0
000045.SZ,SZSE,张剑,朱梅柱,姜澎,50652.1849,19820430,广东,深圳市,www.chinasthc.com,szfzjt@chinasthc.com;jiangp@chinasthc.com;moxy@chinasthc.com;lizy@chinasthc.com,1369.0
600354.SH,SSE,刘兴斌,张绍平,顾生明,52780.208,19981228,甘肃,酒泉市,www.dhseed.com,dhzygsm@163.com;dhzyyj@163.com,722.0
600284.SH,SSE,杨明,邱畅,朱音,97025.6,19980109,上海,上海市,www.pdjs.com.cn,pdjs600284@pdjs.com.cn;dongmi@pdjs.com.cn;zhengdai@pdjs.com.cn,699.0
002120.SZ,SZSE,聂腾云,聂腾云,符勤,290276.6028,19960405,浙江,宁波市,www.yundaex.com,ir@yundaex.com,8646.0
600482.SH,SSE,周宗子,,王善君,216068.2115,20000613,河北,保定市,www.china-csicpower.com.cn,sh600482@sail.com.cn,22240.0
300353.SZ,SZSE,李平,李平,吴建国,53123.4061,20000327,北京,北京市,www.kyland.com.cn,ir@kyland.com,1547.0
002093.SZ,SZSE,谢丰苹,谢丰苹,张文斌,100750.0,20001229,福建,福州市,www.gmiot.com,zq@gmiot.com;ir@gmiot.com,943.0
601666.SH,SSE,潘树启,王新义,许尽峰,232770.4469,19980317,河南,平顶山市,www.pmta.com.cn,pmgftzzgx@163.com;pmta@zgpmsm.cn;xujf@zgpmsm.cn,74266.0
002076.SZ,SZSE,冼树忠,柴华,张桃华,76957.1569,19921022,广东,佛山市,www.cnlight.com,info@cnlight.com;zhangtaohua@cnlight.com,389.0
002306.SZ,SZSE,陈继,陈继,覃检,84000.0,19990914,北京,北京市,www.cltg.com.cn,zkywbgs@sina.com;qinjian049@163.com;dulin6780@163.com,646.0
300630.SZ,SZSE,范敏华,范敏华,周茂,43698.158,19920714,海南,海口市,www.hnpoly.com,securities@hnpoly.com,848.0
601699.SH,SSE,王志清,史红邈,张成银,299140.92,20010719,山西,长治市,www.luanhn.com,lajtzcy@163.com;fan601699@163.com;la601699@163.com,36234.0
603700.SH,SSE,张琳,王宗辉,马溯嵘,20324.2,19580101,浙江,宁波市,www.chinawatermeter.com,zqb@chinawatermeter.com,1190.0
600472.SH,SSE,芦林,刘志荣,李满仓,43100.0,20010628,内蒙古,包头市,www.btal.cn,limc@baotou-al.com;jingzp@baotou-al.com,6213.0
002105.SZ,SZSE,廖学金,廖学湖,陈丽秋,36850.0,19911028,广东,深圳市,www.hlcorp.com,cmo@hlcorp.com;Chester_zhou@hlcorp.com,3496.0
000047.SZ,SZSE,黄舜荣,黄汉森,郭蒙,18465.7283,19880923,广东,深圳市,,sz400026@163.com,8.0
000048.SZ,SZSE,熊伟,巴根,尚鹏超,52323.925,19790101,广东,深圳市,www.kondarl.com,a000048@126.com,1305.0
000049.SZ,SZSE,刘其,何文彬,王锋,30029.897,19850904,广东,深圳市,www.desaybattery.com,IR@desaybattery.com,9833.0
000050.SZ,SZSE,彭旭辉,成为,陈冰峡,245774.7661,19831108,广东,深圳市,www.tianma.com,sztmzq@tianma.cn,37484.0
000055.SZ,SZSE,熊建明,熊建明,肖杨健,107387.4227,19940420,广东,深圳市,www.fangda.com,fd@fangda.com;zqb@fangda.com,2245.0
000046.SZ,SZSE,栾先舟,方舟,陆洋,519620.0656,19890509,北京,北京市,www.fhkg.com,dsh@fhkg.com;luyang@fhkg.com;lixiuhong@fhkg.com,9601.0
002148.SZ,SZSE,傅乐民,傅乐民,黄潇,57137.4727,19971112,北京,北京市,www.bisp.com,ir@bw30.com,175.0
002261.SZ,SZSE,李新宇,李新宇,龙麒,124801.7674,19960520,湖南,长沙市,www.talkweb.com.cn,securities@talkweb.com.cn;longqi@talkweb.com.cn;limengshi@talkweb.com.cn,3932.0
002203.SZ,SZSE,朱张泉,朱张泉,钱自强,196673.6307,20011029,浙江,绍兴市,www.hailiangstock.com,gfoffice@hailiang.com,8012.0
002705.SZ,SZSE,郭建刚,曾展晖,陈景山,82672.778,19951211,广东,佛山市,www.donlim.com,investor@donlim.com,28786.0
601006.SH,SSE,包楚雄,韩洪臣,张利荣,1486690.8025,20041028,山西,大同市,www.daqintielu.com,dqtl@daqintielu.com,96108.0
600970.SH,SSE,刘燕,印志松,范丽婷,221908.2949,20011228,江苏,南京市,www.sinoma.com.cn,600970@sinoma.com.cn,9251.0
002072.SZ,SZSE,李燕媚,李燕媚,朱小艳,36768.0,20000612,湖北,荆门市,www.002072krd.com,dmgfzqb@126.com;18676781486@163.com,21.0
002071.SZ,SZSE,陈志永,彭清燕,赵非凡,52542.9878,19990115,江苏,苏州市,www.chinaccys.com,chinaccys@126.com,419.0
002103.SZ,SZSE,王利平,王君平,江淑莹,53427.2953,19961030,浙江,宁波市,www.guangbo.net,stock@guangbo.net,2595.0
603899.SH,SSE,陈湖文,陈湖雄,全强,92774.559,20080718,上海,上海市,www.mg-pen.com,ir@mg-pen.com,5689.0
300183.SZ,SZSE,崔健,潘松,王辉,46260.9137,19930630,山东,青岛市,www.eastsoft.com.cn,wanghui@eastsoft.com.cn;zhangyan@eastsoft.com.cn,899.0
000056.SZ,SZSE,郑康豪,刘海波,吴凯,117452.872,19850119,广东,深圳市,www.wongtee000056.com,htgj000056@163.com;htgj@wongtee000056.com;wuk2927@163.com,960.0
000058.SZ,SZSE,张良,韩兴凯,韩兴凯,123565.6249,19960716,广东,深圳市,www.segcl.com.cn,segcl@segcl.com.cn;xiangqq@segcl.com.cn,2615.0
000059.SZ,SZSE,许晓军,许晓军,刘勇,159944.2537,19970123,辽宁,盘锦市,www.huajinchem.com,huajincorp@163.com,8332.0
000060.SZ,SZSE,王碧安,张木毅,黄建民,365003.4613,19840901,广东,深圳市,www.nonfemet.com,dsh@nonfemet.com.cn;zjln@nonfemet.com.cn,9835.0
002232.SZ,SZSE,许万才,曲红梅,安威,40854.8455,20001025,吉林,长春市,www.qm.cn,IR_qm@faw.com.cn;hongxs_qm@faw.com.cn,1442.0
605077.SH,SSE,陈德水,陈德水,郑芳明,16318.4,20010710,浙江,衢州市,www.huakangpharma.com,zqb@huakangpharma.com,1041.0
600249.SH,SSE,林钻煌,吴堃,韦元贤,55000.0,19961205,广西,柳州市,www.lmz.com.cn,lmzstock@lmz.com.cn,1506.0
600444.SH,SSE,窦万波,章小浒,钱俊,14642.1932,19931230,安徽,合肥市,www.guotone.com,gt600444@126.com,439.0
002068.SZ,SZSE,王耀,魏明,李毅,74811.9596,20010712,江西,景德镇市,www.jx-blackcat.com,heimaoth@126.com,4159.0
601519.SH,SSE,张志宏,张志宏,申睿波,202822.4,20001214,上海,上海市,www.gw.com.cn,Ir@gw.com.cn,980.0
002207.SZ,SZSE,简伟,简伟,吕占民,26205.5378,20010629,新疆,克拉玛依市,www.zygf.com.cn,zygf@zygf.cn;lzm@zygf.cn;zhandong@zygf.cn,791.0
300225.SZ,SZSE,袁翔,袁翔,汤洋,48920.53,19931230,上海,上海市,www.knt.cn,knttzxx@knt.cn,594.0
002067.SZ,SZSE,朱在龙,王志明,姚洁青,119392.8835,19961101,浙江,嘉兴市,www.zjjxjt.com,jingxing@jxpaper.com.cn;yaojq0518@126.com;wyf226@126.com,1956.0
688456.SH,SSE,汪礼敏,贺会军,薛玉檩,10366.0,20040304,北京,北京市,www.gripm.com,yyfm@gripm.com;wangyan@gripm.com,526.0
688367.SH,SSE,魏臻,魏臻,胡梦慧,8675.3,20001226,安徽,合肥市,www.gocom.cn,hmh@gocom.cn,170.0
000061.SZ,SZSE,黄伟,黄明,江疆,169696.4131,19890114,广东,深圳市,www.szap.com,IR@szap.com,4863.0
000062.SZ,SZSE,胡新安,胡新安,王瑛,104590.9322,19940119,广东,深圳市,www.szhq000062.com,wying@szhq.com;szhqsygf@szhq.com;hhui@szhq.com;lmqun@szhq.com,1881.0
000063.SZ,SZSE,李自学,徐子阳,丁建中,473166.5005,19971111,广东,深圳市,www.zte.com.cn,IR@zte.com.cn,73709.0
000065.SZ,SZSE,原军,原军,倪静,77448.3509,19860405,北京,北京市,www.norinco-intl.com,bfgj@norinco-intl.com,1917.0
603803.SH,SSE,任建宏,李月杰,尹松涛,42105.5557,19990608,北京,北京市,www.raisecom.com,zhengquanbu@raisecom.com,1786.0
600535.SH,SSE,闫凯境,苏晶,于杰,151266.6229,19980430,天津,天津市,www.taslypharma.com,stock@tasly.com,9284.0
600351.SH,SSE,任武贤,任伟,任蓬勃,77000.0023,19990126,山西,运城市,www.yabao.com.cn,yabaoyyk@163.com;yabao@yabaoyaoye.com;renpengbo@yabaoyaoye.com,5270.0
600512.SH,SSE,杨九如,杨九如,王士金,159890.2832,19950821,浙江,台州市,www.tengdajs.com,zqb@tengdajs.com,3379.0
601598.SH,SSE,王宏,宋嵘,李世础,740080.3875,20021120,北京,北京市,www.sinotrans.com,ir@sinotrans.com,33241.0
002118.SZ,SZSE,封有顺,封有顺,封有顺,128075.9826,19980525,吉林,通化市,www.jilinzixin.com.cn,zixin@zixinpc.cn;zixin@zxpc.cc,1096.0
002211.SZ,SZSE,黄俊,徐国兴,黄俊,43247.5779,20020424,上海,上海市,www.002211sh.com,zhengquanbu@002211sh.com;zhangyuren@002211sh.com;xudongyang@002211sh.com,405.0
002216.SZ,SZSE,陈南,陈希,李鸿凯,87918.4048,20010628,河南,郑州市,www.sanquan.com,sanquan@sanquan.com;xuxiao@sanquan.com;lihongkai@sanquan.com,7161.0
300090.SZ,SZSE,刘玉斌,刘玉斌,刘玉斌,131995.2922,20040607,安徽,安庆市,www.300090.com.cn,ahsy99@163.com;liulori@163.com,1126.0
002572.SZ,SZSE,江淦钧,王兵,黄毅杰,91237.0038,20030715,广东,广州市,www.sfygroup.com,ningji@suofeiya.com.cn,13166.0
000066.SZ,SZSE,徐建堂,徐建堂,王习发,322579.9087,19970619,广东,深圳市,www.greatwall.cn,stock@greatwall.com.cn,15410.0
000068.SZ,SZSE,孙波,童利斌,丁勤,100667.1464,19970606,广东,深圳市,www.huakongseg.com.cn,sz_hksg@163.com;qin.ding@huakongseg.com.cn;xinnian.yang@huakongseg.com.cn,482.0
000069.SZ,SZSE,段先念,王晓雯,关山,820179.3915,19970902,广东,深圳市,www.octholding.com,000069IR@chinaoct.com;wangjiuhao@chinaoct.com,23986.0
000070.SZ,SZSE,高天亮,伍历文,田园,84457.8958,19990729,广东,深圳市,www.sdgi.com.cn,sdgi_dmc@sdgi.com.cn,2877.0
000078.SZ,SZSE,张锋,张锋,沈大凯,275083.3257,19921213,广东,深圳市,,sz000078@vip.sina.com,10484.0
601577.SH,SSE,赵小中,赵小中,杨敏佳,402155.3754,19970818,湖南,长沙市,www.bankofchangsha.com,bankofchangsha@cscb.cn,7618.0
000875.SZ,SZSE,牛国君,牛国君,赵民,279020.8174,19971120,吉林,长春市,www.spicjl.com,jdgf@spic.com.cn;gaoxue@spic.com.cn,4653.0
600532.SH,SSE,俞倪荣,范少飞,李存龙,51606.572,19991230,上海,上海市,www.hdky600532.com/www.wlylcn.com,info@wlylcn.com;info@hdky600532.com,36.0
600499.SH,SSE,边程,杨学先,李跃进,188841.9929,19961211,广东,佛山市,www.kedachina.com.cn,600499@kedachina.com.cn,8600.0
300096.SZ,SZSE,张曦,吴梁斌,牛妞,43000.0,20000714,福建,厦门市,www.ylzinfo.com,tylee173@163.com;YLZ@ylzinfo.com;283879599@qq.com;niuniu@ylzinfo.com,2891.0
002045.SZ,SZSE,何伟成,何伟成,肖庆,46838.3913,19951208,广东,广州市,www.ggec.com.cn,guoguang@ggec.com.cn;ir@ggec.com.cn,3452.0
002145.SZ,SZSE,朱树人,李玉峰,韩雨辰,205367.3321,20010223,甘肃,白银市,www.zhtb.com,sz002145@sinotio2.com;hanyuchen@sinotio2.com,2502.0
600575.SH,SSE,王戎,马进华,马进华,388626.1065,20001129,安徽,芜湖市,www.wjwlg.com,mjh1270@139.com;whzqdb2010@163.com,7530.0
603356.SH,SSE,黄业华,黄超,田媛,13334.0,20050907,安徽,宣城市,www.xchualing.com,xchl@xchualing.com;ty@xchualing.com,1547.0
601956.SH,SSE,杨百昌,朱金明,付雪东,51132.0,20020118,湖北,黄石市,www.donper.com,jtstock@donper.com,7115.0
601588.SH,SSE,李伟东,李云,郭川,336702.0,19981009,北京,北京市,www.beijingns.com.cn,northstar@beijingns.com.cn,5725.0
000089.SZ,SZSE,陈繁华,刘锋,孙郑岭,205076.9509,19980410,广东,深圳市,www.szairport.com,szjc@szairport.com,5241.0
000090.SZ,SZSE,宋扬,何云武,刘丽梅,186854.5434,19931206,广东,深圳市,www.tagen.cn,info@tagen.cn;yuxiaoluo@tagen.cn;luweihong@tagen.cn;liulimei@tagen.cn,11246.0
000096.SZ,SZSE,张桂泉,胡明,李涵,52800.0,19990218,广东,深圳市,www.gj000096.com,gjnygf@126.com,350.0
000099.SZ,SZSE,杨威,王鹏,马雷,77577.0137,19990211,广东,深圳市,www.cohc.citic,xushutian@cohc.citic;chensong@cohc.citic,1005.0
000088.SZ,SZSE,乔宏伟,彭建强,罗静涛,224916.1747,19970721,广东,深圳市,www.yantian-port.com,yph000088@yantian-port.com;luojt@yantian-port.com,848.0
000150.SZ,SZSE,刘壮青,刘壮青,阎小佳,87769.7557,19930219,广东,汕头市,www.yihuahealth.com,securities.yre@yihua.com,8414.0
600408.SH,SSE,杨锦龙,郭全虎,郭全虎,100680.0,19930729,山西,晋中市,www.antaigroup.com,securities_dpt@antaigroup.com,2451.0
600580.SH,SSE,庞欣元,黎明,吴剑波,131526.2586,19981021,浙江,绍兴市,www.wolong.com.cn,wolong600580@wolong.com;chenjiaping@wolong.com,14470.0
600513.SH,SSE,吴文格,钱振华,黄文韬,28799.037,20000222,江苏,扬州市,www.lhpharma.com,lhgf@lhpharma.com;yujuan_1@126.com,1319.0
600581.SH,SSE,吴彬,兰银,樊国康,153289.787,20000727,新疆,乌鲁木齐市,www.bygt.com.cn,gfgs@bygt.com.cn;fangk@bygt.com.cn;Liujh@bygt.com.cn,5366.0
600973.SH,SSE,杨泽元,邵文林,王学明,137136.6248,20000630,江苏,扬州市,www.baoshengcable.com,1140539416@qq.com;600973@baosheng.cn,6010.0
430047.BJ,,许松山,许松山,高洁,25725.0203,20040603,北京,北京市,www.northland-bio.com,gaojie@northland-bio.com,112.0
300444.SZ,SZSE,赵志宏,赵志宏,李涛,72525.5525,20021213,北京,北京市,www.sojoline.com,zqb@sojoline.com,1281.0
002099.SZ,SZSE,孙杨,孙杨,王晓洋,161871.5253,19980507,浙江,台州市,www.hisoar.com,stock@hisoar.com,3282.0
688086.SH,SSE,郑穆,钟国裕,李小伟,19038.1503,20100415,广东,梅州市,www.amethystum.com,dongmiban@amethystum.com,326.0
300414.SZ,SZSE,王雪颖,王雪颖,周辉,32574.1966,20040218,四川,成都市,www.zhongguang.com,IR@zhongguang.com,1004.0
300681.SZ,SZSE,姜桂宾,贺文涛,邓柳明,7660.102,20050114,广东,珠海市,www.enpower.com,enpower@vip.163.com,855.0
603109.SH,SSE,艾纯,艾纯,杜春辉,14970.11,19930407,重庆,重庆市,www.senci.cn,dsh@senci.cn,1935.0
002653.SZ,SZSE,王俊民,范秀莲,王萌,107668.622,20050826,西藏,山南市,www.haisco.com,wangm@haisco.com;haisco@haisco.com;gy@haisco.com,3766.0
000151.SZ,SZSE,张朋,,赵耀伟,33737.0728,19990301,北京,北京市,www.complant-ltd.com,complant@complant-ltd.com,327.0
000153.SZ,SZSE,何宏满,卢家和,张军,31214.123,19970830,安徽,芜湖市,www.bbcayy.com,xlyyzj@163.com;xlyyzj@sohu.com,4556.0
000155.SZ,SZSE,张昌均,万鹏,欧健成,147592.6818,19971020,四川,成都市,www.cndl155.com,ojc@cndl155.com;fujia620@163.com;mail@cndl155.com,251.0
000156.SZ,SZSE,鲍林强,乔小燕,洪方磊,185293.2442,19940630,浙江,杭州市,www.wasu.com,000156@wasu.com,12944.0
000157.SZ,SZSE,詹纯新,詹纯新,杨笃志,867799.2236,19990831,湖南,长沙市,www.zoomlion.com,157@zoomlion.com,23528.0
600458.SH,SSE,彭华文,杨治国,夏智,80279.8152,19940524,湖南,株洲市,www.trp.com.cn,tmt@csrzic.com;linfang@csrzic.com;xiazhi@csrzic.com,6244.0
002327.SZ,SZSE,林国芳,林国芳,龚芸,82945.9027,19940811,广东,深圳市,www.fuanna.com.cn,fuanna99@fuanna.com.cn;gongyun@fuanna.com.cn,4315.0
600353.SH,SSE,刘卫东,张纯,熊尚荣,54372.0,19940228,四川,成都市,www.xuguang.com.cn,xgzq@xuguang.com.cn;xiongshangrong@polarico.com;Jinxlxg2006@163.com,1311.0
300080.SZ,SZSE,王安乐,曹德彧,常兴华,216188.0058,19971104,河南,开封市,www.ycne.com.cn,zqb@ycne.com.cn;ycne@ycne.com.cn,4416.0
002101.SZ,SZSE,但昭学,徐飞跃,廖坚,52887.8866,20001222,广东,肇庆市,www.ght-china.com,mjg@ght-china.com;tml@ght-china.com;liaojian@ght-china.com,7422.0
601187.SH,SSE,吴世群,吴昕颢,陈蓉蓉,263912.7888,19961126,福建,厦门市,www.xmbankonline.com,dshbgs@xmbankonline.com,2895.0
002100.SZ,SZSE,杨焰,成辉,郭运江,135385.6588,20001228,新疆,乌鲁木齐市,www.tcsw.com.cn,tcsw@tcsw.com.cn;xj_gyj@163.com,3324.0
601788.SH,SSE,刘秋明,刘秋明,朱勤,461078.7639,19960423,上海,上海市,www.ebscn.com,ebs@ebscn.com;zhuqin@ebscn.com;chenlan@ebscn.com;husm@ebscn.com,9162.0
002117.SZ,SZSE,史建中,史建中,齐利国,54566.6421,19960325,山东,济南市,www.tungkong.com.cn,Qi-liguo@tungkong.com.cn;Ruan-yongcheng@tungkong.com.cn;dggf@tungkong.com.cn,1606.0
000158.SZ,SZSE,肖荣智,应华江,张莉,159861.6721,19981229,河北,石家庄市,www.csbmkj.com,chshgf@heinfo.net;chijunp52@sohu.com;ally0629@sohu.com,5007.0
000159.SZ,SZSE,丁治平,丁治平,李润起,48068.5993,19990328,新疆,乌鲁木齐市,www.xjgjsy.com,zqb@xjgjsy.com,258.0
000301.SZ,SZSE,缪汉根,缪汉根,王俊,594649.1119,19980716,江苏,苏州市,www.jsessh.com,jun.wang@jsessh.com;tzzgx@jsessh.com,18597.0
000400.SZ,SZSE,孙继强,任志航,万桂龙,100832.7309,19961226,河南,许昌市,www.xjgc.com,gszl@xjgc.com;xjdqzqb@163.com,5547.0
600032.SH,SSE,吴荣辉,王树乾,张利,208000.0,20020801,浙江,杭州市,,ZJNEPE@163.com,641.0
601238.SH,SSE,曾庆洪,冯兴亚,眭立,1046395.7657,19970606,广东,广州市,www.gac.com.cn,ir@gac.com.cn,91429.0
000581.SZ,SZSE,王晓东,徐云峰,刘进军,100865.957,19881027,江苏,无锡市,www.weifu.com.cn,Web@weifu.com.cn;wfjt@public1.wx.js.cn,5389.0
000582.SZ,SZSE,李延强,陈斯禄,黄翔,163344.8841,19960807,广西,北海市,www.bbwport.cn,bbwg@bbwport.com;huangqing@bbwport.com;huangxiang@bbwport.com,7509.0
000583.SZ,SZSE,郑兴光,郑兴光,邱华,23165.6194,19870506,四川,自贡市,,tprj@topgroup.com,12.0
000584.SZ,SZSE,赵亮,赵亮,王妍,76093.7577,19911010,江苏,无锡市,www.hgzngroup.com/www.hgzn.com,ylkgdsb@163.com;000584@hgzn.com,994.0
000585.SZ,SZSE,尚多旭,苏伟国,丁继实,87337.0,19980513,海南,海口市,www.nee.com.cn,dbdqdshbgs@hnair.com;nemm585@sina.com,150.0
000887.SZ,SZSE,夏迎松,夏迎松,蒋伟坚,121136.4474,19981023,安徽,宣城市,www.zhongdinggroup.com,jiangwj@zhongdinggroup.com;wangsy@zhongdinggroup.com,19749.0
000888.SZ,SZSE,王东,陈德全,张华仙,52691.3102,19971009,四川,乐山市,,000888@ems517.com,2040.0
000889.SZ,SZSE,吴鹰,林明,吴鹰,93629.1116,19970516,河北,秦皇岛市,www.zjbctech.com,ir@zjbctech.com;zhanghaiying@zjbctech.com;wuying@zjbctech.com,4613.0
000890.SZ,SZSE,陈明军,陈明军,陈斌雷,41950.3968,19930630,江苏,无锡市,www.chinafasten.cn,000890@chinafasten.com;chenbinlei@chinafasten.com;qiuxiaoling@chinafasten.com,348.0
000639.SZ,SZSE,王辉,周勇,王超,107942.8095,20110131,山东,滨州市,www.xwsp.cc,wangchao@xiwang.com.cn;xiwangfoodstuffs@xiwang.com.cn;zhangting@xiwang.com.cn,1957.0
000650.SZ,SZSE,梅强,张威,姜锋,139993.8234,19961204,江西,南昌市,www.renheyaoye.com,rh000650@126.com,6538.0
000651.SZ,SZSE,董明珠,董明珠,邓晓博,591446.904,19891213,广东,珠海市,www.gree.com.cn,gree@gree.com.cn;gree0651@cn.gree.com,83952.0
