,ts_code,name_x,area,fullname,enname,cnspell,market,list_date,exchange,chairman,manager,secretary,reg_capital,setup_date,province,city,website,email,employees,company_abbr_name,name_y,industry,industry_1,industry_2,industry_3,industry_1_code,industry_2_code
252,600509.SH,天富能源,新疆,新疆天富能源股份有限公司,"Xinjiang Tianfu Energy Co.,Ltd.",tfny,主板,20020228,SSE,刘伟,,陈志勇,115141.5017,19990328,新疆,石河子市,www.tfny.com,tfrd.600509@163.com,2397.0,天富能源,天富能源,S410104,公用事业,电力,热电,S410000,S410100
253,600510.SH,黑牡丹,江苏,黑牡丹(集团)股份有限公司,"Black Peony(Group)Co.,Ltd",hmd,主板,20020618,SSE,戈亚芳,葛维龙,何晓晴,104709.5025,19930528,江苏,常州市,www.blackpeony.com,600510@blackpeony.com,3196.0,黑 牡 丹,黑牡丹,S350102,纺织服装,纺织制造,棉纺,S350000,S350100
254,600513.SH,联环药业,江苏,江苏联环药业股份有限公司,"Jiangsu Lianhuan Pharmaceutical Co.,Ltd.",lhyy,主板,20030319,SSE,吴文格,钱振华,黄文韬,28799.037,20000222,江苏,扬州市,www.lhpharma.com,lhgf@lhpharma.com;yujuan_1@126.com,1319.0,联环药业,联环药业,S370102,医药生物,化学制药,化学制剂,S370000,S370100
255,600515.SH,*ST基础,海南,海南机场设施股份有限公司,"Hainan Airport Infrastructure Co., Ltd",stjc,主板,20020806,SSE,杨小滨,鲁晓明,黄尔威,1142530.9602,19930512,海南,海口市,www.hnainfrastructure.com,jcgfdshbgs@hnair.com;jj_nong@hnair.com;ew_huang@hnair.com,8504.0,海航基础,海航基础,S430101,房地产,房地产开发,房地产开发,S430000,S430100
256,600516.SH,方大炭素,甘肃,方大炭素新材料科技股份有限公司,"Fangda Carbon New Material Co.,Ltd",fdts,主板,20020830,SSE,党锡江,邱宗元,安民,380597.0368,19990118,甘肃,兰州市,www.fdtsgs.com,fdts730084@fangdacarbon.com,4930.0,方大炭素,方大炭素,S240203,有色金属,金属非金属新材料,非金属新材料,S240000,S240200
257,600519.SH,贵州茅台,贵州,贵州茅台酒股份有限公司,"Kweichow Moutai Co.,Ltd.",gzmt,主板,20010827,SSE,丁雄军,李静仁,蒋焰,125619.78,19991120,贵州,遵义市,www.moutaichina.com,mtdm@moutaichina.com,29031.0,贵州茅台,贵州茅台,S340301,食品饮料,饮料制造,白酒,S340000,S340300
258,600520.SH,文一科技,安徽,文一三佳科技股份有限公司,"WenYi Trinity Technology Co.,Ltd",wykj,主板,20020108,SSE,黄言勇,丁宁,夏军,15843.0,20000428,安徽,铜陵市,www.chinatrinity.com,office@chinatrinity.com;bj@chinatrinity.com,694.0,文一科技,文一科技,S640209,机械设备,专用设备,其它专用机械,S640000,S640200
259,600525.SH,长园集团,深圳,长园科技集团股份有限公司,Changyuan Technology Group Ltd.,cyjt,主板,20021202,SSE,吴启权,吴启权,顾宁,130577.5152,19860627,广东,深圳市,www.cyg.com,zqb@cyg.com;lifeng@cyg.com;guning@cyg.com,6469.0,长园集团,长园集团,S630201,电气设备,电气自动化设备,电网自动化,S630000,S630200
260,600526.SH,菲达环保,浙江,浙江菲达环保科技股份有限公司,"Zhejiang Feida Enviromental Science & Technology Co.,Ltd.",fdhb,主板,20020722,SSE,吴东明,罗水源,郭滢,54740.4672,20000430,浙江,绍兴市,www.feidaep.com,feida@feidaep.com;dsb@feidaep.com,2235.0,菲达环保,菲达环保,S640205,机械设备,专用设备,环保设备,S640000,S640200
261,600528.SH,中铁工业,北京,中铁高新工业股份有限公司,China Railway Hi-tech Industry Corporation Limited,ztgy,主板,20010528,SSE,易铁军,卓普周,葛瑞鹏,222155.1588,19990924,北京,北京市,www.crhic.cn,ztgyir@crhic.cn,12597.0,中铁工业,中铁工业,S620304,建筑装饰,基础建设,铁路建设,S620000,S620300
262,600530.SH,交大昂立,上海,上海交大昂立股份有限公司,"Shanghai Jiaoda Onlly Co.,Ltd",jdal,主板,20010702,SSE,周传有,蒋高明,徐敬云,78000.0,19971224,上海,上海市,www.onlly.com.cn,stock@mail.onlly.com.cn,893.0,*ST 交昂,交大昂立,S370301,医药生物,生物制品,生物制品,S370000,S370300
263,600532.SH,未来股份,上海,上海智汇未来医疗服务股份有限公司,"Shanghai Topcare Medical Services Co., Ltd.",wlgf,主板,20021031,SSE,俞倪荣,范少飞,李存龙,51606.572,19991230,上海,上海市,www.hdky600532.com/www.wlylcn.com,info@wlylcn.com;info@hdky600532.com,36.0,宏达矿业,宏达矿业,S210301,采掘,其他采掘,其他采掘,S210000,S210300
264,600533.SH,栖霞建设,江苏,南京栖霞建设股份有限公司,"Nanjing Chixia Development Co., Ltd.",qxjs,主板,20020328,SSE,江劲松,江劲松,王海刚,105000.0,19991223,江苏,南京市,www.chixia.com,invest@chixia.com,1968.0,栖霞建设,栖霞建设,S430101,房地产,房地产开发,房地产开发,S430000,S430100
265,600536.SH,中国软件,北京,中国软件与技术服务股份有限公司,China National Software & Service Company Limited,zgrj,主板,20020517,SSE,陈锡明,符兴斌,陈复兴,49456.2782,19940301,北京,北京市,www.css.com.cn,cfx@css.com.cn;zdm@css.com.cn;cssnet@css.com.cn,10321.0,中国软件,中国软件,S710202,计算机,计算机应用,IT服务,S710000,S710200
266,600537.SH,亿晶光电,浙江,亿晶光电科技股份有限公司,"Eging Photovoltaic Technology Co., Ltd.",yjgd,主板,20030123,SSE,李静武,唐骏,张婷,117635.9268,19980121,浙江,宁波市,www.egingpv.com,eging-public@egingpv.com;zhangting@egingpv.com;chenjm@egingpv.com,1643.0,亿晶光电,亿晶光电,S630303,电气设备,电源设备,光伏设备,S630000,S630300
267,600538.SH,国发股份,广西,北海国发川山生物股份有限公司,"Beihai Gofar Chuanshan Biological Co., Ltd.",gfgf,主板,20030114,SSE,潘利斌,潘利斌,李勇,52419.8348,19930122,广西,北海市,www.gofar.com.cn,securities@gofar.com.cn,443.0,国发股份,国发股份,S370201,医药生物,中药,中药,S370000,S370200
268,600539.SH,狮头股份,山西,太原狮头水泥股份有限公司,"Taiyuan Lionhead Cement Co.,Ltd.",stgf,主板,20010824,SSE,赵冬梅,徐志华,巩固,23000.0,19990228,山西,太原市,www.lionhead.com.cn,zqb@lionhead.com.cn,479.0,ST 狮 头,ST狮头,S360303,轻工制造,家用轻工,其他家用轻工,S360000,S360300
269,600540.SH,新赛股份,新疆,新疆赛里木现代农业股份有限公司,"Xinjiang Sayram Modern Agriculture Co.,Ltd.",xsgf,主板,20040107,SSE,马晓宏,陈建江,陈建江,47092.3313,19991222,新疆,双河市,www.xinsai.com.cn,gmgsgwq@sina.com;slmny-bl@mail.xj.cninfo.net;1442197043@qq.com,598.0,新赛股份,新赛股份,S110103,农林牧渔,种植业,其他种植业,S110000,S110100
270,600545.SH,卓郎智能,新疆,卓郎智能技术股份有限公司,Saurer Intelligent Technology Co. Ltd.,zlzn,主板,20031203,SSE,潘雪平,Uwe Rondé,曾正平,189541.2995,19930225,新疆,乌鲁木齐市,www.saurer.com,dlu-china-ir@saurer.com,4453.0,卓郎智能,卓郎智能,S640206,机械设备,专用设备,纺织服装设备,S640000,S640200
271,600546.SH,山煤国际,山西,山煤国际能源集团股份有限公司,"Shanxi Coal International Energy Group Co., Ltd",smgj,主板,20030731,SSE,王为民,武海军,吴艳,198245.61399999997,20001120,山西,太原市,www.smgjny.com,smzqb@shanxicoal.cn;smgj@shanxicoal.cn,13401.0,山煤国际,山煤国际,S210201,采掘,煤炭开采,煤炭开采,S210000,S210200
272,600548.SH,深高速,深圳,深圳高速公路集团股份有限公司,Shenzhen Expressway Corporation Limited,sgs,主板,20011225,SSE,胡伟,廖湘文,龚涛涛,2180770.326,19961230,广东,深圳市,www.sz-expressway.com,ir@sz-expressway.com;secretary@sz-expressway.com,6992.0,深 高 速,深高速,S420201,交通运输,高速公路,高速公路,S420000,S420200
273,600550.SH,保变电气,河北,保定天威保变电气股份有限公司,"Baoding Tianwei Baobian Electric Co.,Ltd.",bbdq,主板,20010228,SSE,刘淑娟,刘淑娟,张继承,184152.848,19990928,河北,保定市,www.twbb.com.cn,tzb@btw.cn;zhangcaibo@btw.cn;zjc@btw.cn,4038.0,保变电气,保变电气,S630401,电气设备,高低压设备,高压设备,S630000,S630400
274,600551.SH,时代出版,安徽,时代出版传媒股份有限公司,"Time Publishing and Media Co., Ltd.",sdcb,主板,20020905,SSE,董磊,郑可,李仕兵,50582.5296,19991212,安徽,合肥市,www.press-mart.com,Zhengquan@press-mart.com;gongsixinxiang@press-mart.com;luyl@press-mart.com,2785.0,时代出版,时代出版,S720101,传媒,文化传媒,平面媒体,S720000,S720100
275,600552.SH,凯盛科技,安徽,凯盛科技股份有限公司,"Triumph Science & Technology Co., Ltd",kskj,主板,20021108,SSE,夏宁,孙蕾,王伟,76388.4003,20000930,安徽,蚌埠市,www.triumphltd.cn,Dev-ww@ctiec.net;4082660@sina.com;kskjgf@ctiec.net,5147.0,凯盛科技,凯盛科技,S270301,电子,光学光电子,显示器件,S270000,S270300
276,600555.SH,*ST海创,海南,海航创新股份有限公司,"Hna Innovation Co.,Ltd.",sthc,主板,20010328,SSE,廖虹宇,,彭见兴,130350.0,19990114,海南,三亚市,www.ninedragon.com.cn\www.hnainnovation.com,jx_peng@hnair.com;ypin-zhang@hnair.com,50.0,*ST 海创,海航创新,S460301,休闲服务,旅游综合,旅游综合,S460000,S460300
277,600556.SH,天下秀,广西,天下秀数字科技(集团)股份有限公司,"Inmyshow Digital Technology (Group) Co., Ltd.",txx,主板,20010807,SSE,李檬,李檬,于悦,180774.7642,19931128,广西,北海市,www.inmyshow.com,ir@inmyshow.com,1349.0,天 下 秀,ST慧球,S510101,综合,综合,综合,S510000,S510100
278,600559.SH,老白干酒,河北,河北衡水老白干酒业股份有限公司,"Hebei Hengshui Laobaigan Liquor Co.,Ltd.",lbgj,主板,20021029,SSE,刘彦龙,王占刚,刘勇,89728.7444,19991230,河北,衡水市,www.hengshuilaobaigan.net,lbgzqb600559@126.com;hslbg@hengshuilaobaigan.net,5903.0,老白干酒,老白干酒,S340301,食品饮料,饮料制造,白酒,S340000,S340300
279,600562.SH,国睿科技,江苏,国睿科技股份有限公司,"Glarun Technology Co.,Ltd.",grkj,主板,20030128,SSE,李浪平,吴迤,薛海瑛,124185.784,19940628,江苏,南京市,www.glaruntech.com,dmbgs@glarun.com;office@glarun.com,1343.0,国睿科技,国睿科技,S650301,国防军工,地面兵装,地面兵装,S650000,S650300
280,600566.SH,济川药业,湖北,湖北济川药业股份有限公司,"Hubei Jumpcan Pharmaceutical Co., Ltd.",jcyy,主板,20010822,SSE,曹龙祥,曹飞,曹伟,88827.3021,19970122,湖北,荆州市,www.jumpcan.com,jcyy@jumpcan.com;caowei@jumpcan.com,6923.0,济川药业,济川药业,S370201,医药生物,中药,中药,S370000,S370200
281,600568.SH,ST中珠,湖北,中珠医疗控股股份有限公司,"ZhongZhu Healthcare Holding Co.,Ltd",stzz,主板,20010518,SSE,叶继革,,张卫滨,199286.9681,19940627,湖北,潜江市,www.zz600568.com,zz600568@126.com,1236.0,*ST 中珠,中珠医疗,S430101,房地产,房地产开发,房地产开发,S430000,S430100
282,600572.SH,康恩贝,浙江,浙江康恩贝制药股份有限公司,"Zhejiang CONBA Pharmaceutical Co.,Ltd.",keb,主板,20040412,SSE,胡季强,罗国良,金祖成,257003.7319,19930109,浙江,金华市,www.conba.com.cn,chenf@conbagroup.com;conbazq@conbagroup.com;jinzc@conbagroup.com,9520.0,康 恩 贝,康恩贝,S370201,医药生物,中药,中药,S370000,S370200
283,600573.SH,惠泉啤酒,福建,福建省燕京惠泉啤酒股份有限公司,"Fujian Yanjing Huiquan Brewery Co.,Ltd",hqpj,主板,20030226,SSE,刘翔宇,肖国锋,程晓梅,25000.0,19970204,福建,泉州市,www.hqbeer.com,hqbeer@hqbeer.com,1535.0,惠泉啤酒,惠泉啤酒,S340302,食品饮料,饮料制造,啤酒,S340000,S340300
284,600575.SH,淮河能源,安徽,淮河能源(集团)股份有限公司,"Huaihe Energy (Group) Co.,Ltd",hhny,主板,20030328,SSE,王戎,马进华,马进华,388626.1065,20001129,安徽,芜湖市,www.wjwlg.com,mjh1270@139.com;whzqdb2010@163.com,7530.0,淮河能源,皖江物流,S420801,交通运输,物流,物流,S420000,S420800
285,600576.SH,祥源文化,浙江,浙江祥源文化股份有限公司,"Zhejiang Sunriver Culture Co. ,Ltd.",xywh,主板,20030220,SSE,赖志林,赖志林,王衡,61940.2409,19920924,浙江,杭州市,www.600576.com,irm@600576.com;sunriver@600576.com,185.0,祥源文化,祥源文化,S720102,传媒,文化传媒,影视动漫,S720000,S720100
286,600577.SH,精达股份,安徽,铜陵精达特种电磁线股份有限公司,"Tongling Jingda Special Magnet Wire Co.,Ltd",jdgf,主板,20020911,SSE,李晓,陈彬,徐晓芳,199570.4423,20000712,安徽,铜陵市,www.jingda.cn,zqb@jingda.cn,3188.0,精达股份,精达股份,S640401,机械设备,金属制品,金属制品,S640000,S640400
287,600578.SH,京能电力,北京,北京京能电力股份有限公司,"Beijing Jingneng Power Co., Ltd.",jndl,主板,20020510,SSE,任启贵,,樊俊杰,668374.7389,20000310,北京,北京市,www.jingnengpower.com,jndl@powerbeijing.com,5405.0,京能电力,京能电力,S410101,公用事业,电力,火电,S410000,S410100
288,600579.SH,克劳斯,山东,克劳斯玛菲股份有限公司,KraussMaffei Company Limited.,kls,主板,20020809,SSE,刘韬,Michael Ruf,崔小军,49907.4359,19990630,山东,青岛市,www.kraussmaffei.ltd,IR@Kraussmaffei.com,6064.0,克 劳 斯,天华院,S640209,机械设备,专用设备,其它专用机械,S640000,S640200
289,600580.SH,卧龙电驱,浙江,卧龙电气驱动集团股份有限公司,"Wolong Electric Group Co.,Ltd.",wldq,主板,20020606,SSE,庞欣元,黎明,吴剑波,131526.2586,19981021,浙江,绍兴市,www.wolong.com.cn,wolong600580@wolong.com;chenjiaping@wolong.com,14470.0,卧龙电驱,卧龙电驱,S630101,电气设备,电机,电机,S630000,S630100
290,600581.SH,八一钢铁,新疆,新疆八一钢铁股份有限公司,"Xinjiang Ba Yi Iron & Steel Co.,Ltd.",bygt,主板,20020816,SSE,吴彬,兰银,樊国康,153289.78699999998,20000727,新疆,乌鲁木齐市,www.bygt.com.cn,gfgs@bygt.com.cn;fangk@bygt.com.cn;Liujh@bygt.com.cn,5366.0,八一钢铁,八一钢铁,S230101,钢铁,钢铁,普钢,S230000,S230100
291,600582.SH,天地科技,北京,天地科技股份有限公司,"Tian Di Science & Technology Co.,Ltd",tdkj,主板,20020515,SSE,胡善亭,张林,范建,413858.8892,20000324,北京,北京市,www.tdtec.com,fanjian@tdtec.com;gaoxiang@tdtec.com;tzz@tdtec.com,21848.0,天地科技,天地科技,S640203,机械设备,专用设备,冶金矿采化工设备,S640000,S640200
292,600585.SH,海螺水泥,安徽,安徽海螺水泥股份有限公司,Anhui Conch Cement Company Limited,hlsn,主板,20020207,SSE,王诚,李群峰,周小川,529930.2579,19970901,安徽,芜湖市,www.conch.cn,dms@conch.cn;cement@conch.cn;dms@chinaconch.com,46312.0,海螺水泥,海螺水泥,S610101,建筑材料,水泥制造,水泥制造,S610000,S610100
293,600586.SH,金晶科技,山东,山东金晶科技股份有限公司,"Shandong Jinjing Science & Technology Stock Co.,Ltd",jjkj,主板,20020815,SSE,王刚,曹廷发,董保森,142877.0,19991231,山东,淄博市,www.cnggg.cn,dongbaosen@cnggg.cn;jjkj@cnggg.cn;yuhaokun@cnggg.cn,3453.0,金晶科技,金晶科技,S610201,建筑材料,玻璃制造,玻璃制造,S610000,S610200
294,600588.SH,用友网络,北京,用友网络科技股份有限公司,"Yonyou Network Technology Co., Ltd.",yywl,主板,20010518,SSE,王文京,王文京,齐麟,343665.6559,19950118,北京,北京市,www.yonyou.com,ir@yonyou.com,19473.0,用友网络,用友网络,S710201,计算机,计算机应用,软件开发,S710000,S710200
295,600589.SH,ST榕泰,广东,广东榕泰实业股份有限公司,"Guangdong Rongtai Industry Co.,Ltd",strt,主板,20010612,SSE,杨宝生,杨宝生,杨宝生,70403.3281,19971225,广东,揭阳市,www.gdrongtai.cn,600589@rongtai.com.cn,582.0,广东榕泰,广东榕泰,S220309,化工,化学制品,其他化学制品,S220000,S220300
296,600598.SH,北大荒,黑龙江,黑龙江北大荒农业股份有限公司,Heilongjiang Agriculture Company Limited,bdh,主板,20020329,SSE,王守聪,马忠峙,葛树峰,177767.9909,19981127,黑龙江,哈尔滨市,www.hacl.cn,sse600598@163.com,34412.0,北 大 荒,北大荒,S110102,农林牧渔,种植业,粮食种植,S110000,S110100
297,600599.SH,ST熊猫,湖南,熊猫金控股份有限公司,"Panda Financial Holding Corp., Ltd.",stxm,主板,20010828,SSE,李民,杨恒伟,罗春艳,16600.0,19991212,湖南,长沙市,www.600599.com.cn,600599@pandafireworks.com,73.0,熊猫金控,熊猫金控,S490301,非银金融,多元金融,多元金融,S490000,S490300
298,600600.SH,青岛啤酒,山东,青岛啤酒股份有限公司,Tsingtao Brewery Company Limited,qdpj,主板,19930827,SSE,黄克兴,黄克兴,张瑞祥,136435.4793,19951227,山东,青岛市,www.tsingtao.com.cn,secretary@tsingtao.com.cn;info@tsingtao.com.cn,35678.0,青岛啤酒,青岛啤酒,S340302,食品饮料,饮料制造,啤酒,S340000,S340300
299,600602.SH,云赛智联,上海,云赛智联股份有限公司,INESA Intelligent Tech Inc.,yszl,主板,19901219,SSE,黄金刚,翁峻青,张杏兴,136767.3455,19930528,上海,上海市,www.inesa-it.com,webmaster@inesa-it.com;stock@inesa-it.com,2444.0,云赛智联,云赛智联,S710201,计算机,计算机应用,软件开发,S710000,S710200
300,600603.SH,广汇物流,四川,广汇物流股份有限公司,"Guanghui Logistics Co., Ltd",ghwl,主板,19920113,SSE,杨铁军,李文强,张进,125695.2847,19880827,四川,成都市,www.chinaghwl.com,ghwl@chinaghfz.com,737.0,广汇物流,广汇物流,S510101,综合,综合,综合,S510000,S510100
301,600604.SH,市北高新,上海,上海市北高新股份有限公司,"Shanghai Shibei Hi-Tech Co.,Ltd.",sbgx,主板,19920327,SSE,罗岚,张羽祥,胡申,187330.4804,19931110,上海,上海市,www.shibeiht.com,zhengquan@shibei.com,197.0,市北高新,市北高新,S430201,房地产,园区开发,园区开发,S430000,S430200
302,600605.SH,汇通能源,上海,上海汇通能源股份有限公司,"Shanghai Huitong Energy Co.,Ltd",htny,主板,19920327,SSE,杨张峰,杨张峰,赵永,20628.2429,19910103,上海,上海市,www.huitongenergy.com,securities@huitongenergy.com,142.0,汇通能源,汇通能源,S450201,商业贸易,贸易,贸易,S450000,S450200
303,600606.SH,绿地控股,上海,绿地控股集团股份有限公司,Greenland Holdings Corporation Limited,ldkg,主板,19920327,SSE,张玉良,张玉良,王晓东,1277656.2104,19920708,上海,上海市,www.ldjt.com.cn,ir@ldjt.com.cn;wanghui@ldjt.com.cn,86251.0,绿地控股,绿地控股,S430101,房地产,房地产开发,房地产开发,S430000,S430100
304,600608.SH,ST沪科,上海,上海宽频科技股份有限公司,"Shanghai Broadband Technology Co.,Ltd",sthk,主板,19920327,SSE,雷升逵,蒋炜,刘文鑫,32886.1441,19920326,上海,上海市,www.600608.net,invest@600608.net;Liu_wx@600608.net;Zhao_z@600608.net,25.0,ST 沪 科,ST沪科,S450201,商业贸易,贸易,贸易,S450000,S450200
305,600609.SH,金杯汽车,辽宁,金杯汽车股份有限公司,Shenyang Jinbei Automotive Company Limited,jbqc,主板,19920724,SSE,刘同富,许晓敏,孙学龙,109266.0,19840514,辽宁,沈阳市,www.jinbei.com.cn,stock@syjbauto.com.cn,2783.0,金杯汽车,金杯汽车,S280101,汽车,汽车整车,乘用车,S280000,S280100
306,600610.SH,中毅达,上海,上海中毅达股份有限公司,"Shanghai Zhongyida Co., Ltd.",zyd,主板,19920805,SSE,虞宙斯,解田,胡家胜,107127.4605,19920622,上海,上海市,www.shanghaizhongyida.com,zhongyidash@163.com,756.0,*ST 毅达,*ST毅达,S620501,建筑装饰,园林工程,园林工程,S620000,S620500
307,600612.SH,老凤祥,上海,老凤祥股份有限公司,"Lao Feng Xiang Co.,Ltd.",lfx,主板,19920814,SSE,石力华,黄骅,邱建敏,52311.7764,19921111,上海,上海市,www.laofengxiang.com,cxj0724@163.com;lfx600612@126.com,2349.0,老 凤 祥,老凤祥,S360304,轻工制造,家用轻工,珠宝首饰,S360000,S360300
308,600613.SH,神奇制药,上海,上海神奇制药投资管理股份有限公司,"Shanghai Shenqi Pharmaceutical Investment Management Co.,Ltd.",sqzy,主板,19920820,SSE,张芝庭,冯斌,吴克兢,53407.1628,19920722,上海,上海市,www.gzsq.com,shanghaiys@126.com,1301.0,神奇制药,神奇制药,S370201,医药生物,中药,中药,S370000,S370200
309,600615.SH,*ST丰华,上海,上海丰华(集团)股份有限公司,"Shanghai Fenghwa Group Co.,Ltd",stfh,主板,19920910,SSE,左勇,左勇,邹莎,18802.0508,19920606,上海,上海市,www.fenghwa.sh.cn,Fenghwa600615@163.com;sh_zou999@163.com,161.0,丰华股份,丰华股份,S240201,有色金属,金属非金属新材料,金属新材料,S240000,S240200
310,600616.SH,金枫酒业,上海,上海金枫酒业股份有限公司,Shanghai Jinfeng Wine Company Limited,jfjy,主板,19920929,SSE,唐文杰,唐文杰,张黎云,66900.495,19920619,上海,上海市,www.jinfengwine.com,lily@jinfengwine.com;lqc@jinfengwine.com;jfjy@jinfengwine.com,1022.0,金枫酒业,金枫酒业,S340306,食品饮料,饮料制造,黄酒,S340000,S340300
311,600617.SH,国新能源,山西,山西省国新能源股份有限公司,Shanxi Guoxin Energy Corporation Limited,gxny,主板,19921013,SSE,刘军,刘联涛,张帆,108466.3692,19931104,山西,太原市,,zhangfan600617@163.com;zhangzaixi600617@163.com,4413.0,国新能源,国新能源,S410301,公用事业,燃气,燃气,S410000,S410300
312,600621.SH,华鑫股份,上海,上海华鑫股份有限公司,"Shanghai China fortune Co., Ltd",hxgf,主板,19921202,SSE,李军,俞洋,胡之奎,106089.9292,19921105,上海,上海市,www.shchinafortune.com,huzk@shchinafortune.com;shcf@shchinafortune.com;zhangjt@shchinafortune.com,1692.0,华鑫股份,华鑫股份,S430101,房地产,房地产开发,房地产开发,S430000,S430100
313,600622.SH,光大嘉宝,上海,光大嘉宝股份有限公司,"Everbright Jiabao Co., Ltd.",gdjb,主板,19921203,SSE,张明翱,陈宏飞,孙红良,149968.5402,19940817,上海,上海市,www.ebjb.com,600622@ebjb.com,925.0,光大嘉宝,光大嘉宝,S430101,房地产,房地产开发,房地产开发,S430000,S430100
314,600623.SH,华谊集团,上海,上海华谊集团股份有限公司,Shanghai Huayi Group Corporation Limited,hyjt,主板,19921204,SSE,刘训峰,王霞,徐力珩,213144.9598,19920805,上海,上海市,www.doublecoinholdings.com,IR@shhuayi.com,12580.0,华谊集团,华谊集团,S220601,化工,橡胶,轮胎,S220000,S220600
315,600629.SH,华建集团,上海,华东建筑集团股份有限公司,Arcplus Group Plc,hjjt,主板,19930209,SSE,顾伟华,沈立东,徐志浩,63420.9612,19920612,上海,上海市,www.arcplus.com.cn,ir@arcplus.com.cn.cn,8350.0,华建集团,华建集团,S620402,建筑装饰,专业工程,化学工程,S620000,S620400
316,600633.SH,浙数文化,浙江,浙报数字文化集团股份有限公司,"Zhe Jiang Daily Digital Culture Group Co.,Ltd.",zswh,主板,19930304,SSE,张雪南,张雪南,梁楠,126573.0523,19920701,浙江,杭州市,www.600633.cn,zdm@600633.cn,2350.0,浙数文化,浙数文化,S720302,传媒,互联网传媒,移动互联网服务,S720000,S720300
317,600636.SH,国新文化,上海,国新文化控股股份有限公司,"China Reform Culture Holdings Co., Ltd",gxwh,主板,19930316,SSE,王东兴,姚勇,刘登华,44693.6885,19920909,上海,上海市,www.crhc-culture.com,bod@crhc-culture.com;crhc@crhc-culture.com,747.0,国新文化,三爱富,S720104,传媒,文化传媒,其他文化传媒,S720000,S720100
318,600637.SH,东方明珠,上海,东方明珠新媒体股份有限公司,"Oriental Pearl Group Co., Ltd.",dfmz,主板,19930316,SSE,沈军,徐辉,嵇绯绯,341450.0201,19900616,上海,上海市,www.opg.cn,dongban@opg.cn,7232.0,东方明珠,东方明珠,S720103,传媒,文化传媒,有线电视网络,S720000,S720100
319,600639.SH,浦东金桥,上海,上海金桥出口加工区开发股份有限公司,"Shanghai Jinqiao Export Processing Zone Development Co.,Ltd",pdjq,主板,19930326,SSE,王颖,汤文侃,严少云,112241.2893,19931007,上海,上海市,www.shpdjq.com,jqir@shpdjq.com,213.0,浦东金桥,浦东金桥,S430201,房地产,园区开发,园区开发,S430000,S430200
320,600640.SH,新国脉,上海,新国脉数字文化股份有限公司,"New Guomai Digital Culture Co., Ltd",xgm,主板,19930407,SSE,李安民,陈之超,魏朝晖,79569.594,19920401,上海,上海市,www.besttoneh.com,02162762171@189.cn;IR@besttoneh.com,2402.0,号百控股,号百控股,S720302,传媒,互联网传媒,移动互联网服务,S720000,S720300
321,600642.SH,申能股份,上海,申能股份有限公司,Shenergy Company Limited,sngf,主板,19930416,SSE,倪斌,奚力强,谢峰,491203.8316,19930222,上海,上海市,www.shenergy.net.cn,zhengquan@shenergy.com.cn,2617.0,申能股份,申能股份,S410101,公用事业,电力,火电,S410000,S410100
322,600643.SH,爱建集团,上海,上海爱建集团股份有限公司,"Shanghai AJ Group Co.,Ltd.",ajjt,主板,19930426,SSE,王均金,蒋海龙,侯学东,162192.2452,19831128,上海,上海市,www.aj.com.cn,dongmi@aj.com.cn;xinfang@aj.com.cn,818.0,爱建集团,爱建集团,S490301,非银金融,多元金融,多元金融,S490000,S490300
323,600644.SH,乐山电力,四川,乐山电力股份有限公司,"Leshan Electric Power Co.,Ltd",lsdl,主板,19930426,SSE,林双庆,乔向东,王迅,53840.0659,19880517,四川,乐山市,www.lsdl600644.com,600644@vip.163.com,3072.0,乐山电力,乐山电力,S410102,公用事业,电力,水电,S410000,S410100
324,600645.SH,中源协和,天津,中源协和细胞基因工程股份有限公司,"Vcanbio Cell & Gene Engineering Corp., Ltd",zyxh,主板,19930504,SSE,王勇,王勇,杨新喆,46794.889,19950614,天津,天津市,www.vcanbio.com,zhongyuanxiehe@vcanbio.com,2233.0,中源协和,中源协和,S370301,医药生物,生物制品,生物制品,S370000,S370300
325,600647.SH,同达创业,上海,上海同达创业投资股份有限公司,"Shanghai Tongda Venture Capital Co., Ltd.",tdcy,主板,19930504,SSE,牟柏强,胡俊鹏,薛玉宝,13914.355,19910727,上海,上海市,www.shtdcy.com,xueyb@126.com;600647@shtdcy.com;Zhouliang@cinda.com.cn,31.0,同达创业,同达创业,S430101,房地产,房地产开发,房地产开发,S430000,S430100
326,600649.SH,城投控股,上海,上海城投控股股份有限公司,"Shanghai Chengtou Holding Co.,Ltd",ctkg,主板,19930518,SSE,陈晓波,张辰,俞有勤,252957.5634,19920909,上海,上海市,www.sh600649.com,ctkg@600649sh.com,321.0,城投控股,城投控股,S430101,房地产,房地产开发,房地产开发,S430000,S430100
327,600650.SH,锦江在线,上海,上海锦江在线网络服务股份有限公司,"Shanghai Jin Jiang Online Network Service Co., Ltd.",jjzx,主板,19930607,SSE,许铭,张贤,沈贇,55161.0107,19930224,上海,上海市,www.jjtz.com,zhangjun@jjtz.com;shenyun@jjtz.com,6904.0,锦江投资,锦江投资,S420301,交通运输,公交,公交,S420000,S420300
328,600651.SH,飞乐音响,上海,上海飞乐音响股份有限公司,"Shanghai Feilo Acoustics Co.,Ltd",flyx,主板,19901219,SSE,李鑫,金新,雷霓霁,250702.8015,19890609,上海,上海市,www.facs.com.cn,office@facs.com.cn,3661.0,*ST 飞乐,飞乐音响,S270302,电子,光学光电子,LED,S270000,S270300
